Store_Id,Customer_Name,Customer_Email,Satisfaction
1,Leroy Byers,Duis@erosnon.edu,6
1,Keely Odonnell,Sed.nec.metus@quisaccumsanconvallis.ca,4
1,Tamara Lyons,non.dui.nec@nisiAeneaneget.edu,8
1,Orli Ferrell,tempor.augue.ac@feugiat.net,5
1,Mohammad Roberson,arcu@Cum.edu,7
1,Macon Simmons,aliquet.diam@dictumProin.co.uk,9
1,Garrett Riggs,aliquet.Proin.velit@risusDuisa.net,1
1,Glenna Fleming,risus@fringilla.org,5
1,Ezekiel Middleton,Phasellus.dolor.elit@Cumsociis.com,8
1,Tarik Drake,magna.Sed.eu@Suspendisse.edu,1
1,Aiko Soto,hendrerit.neque.In@sitamet.org,9
1,Illiana Bell,nunc.interdum.feugiat@est.net,1
1,Althea Robbins,neque.Nullam@faucibusid.com,6
1,Violet Dean,magna@congueelitsed.com,3
1,Raphael Harmon,Donec.egestas.Duis@Morbi.net,8
1,Darrel Lowery,massa@erat.co.uk,2
1,Hamilton Pierce,Suspendisse.sagittis.Nullam@auctor.co.uk,10
1,Arden Rojas,pede.sagittis.augue@Aliquamerat.org,5
1,Constance Garza,nulla.vulputate@nascetur.net,2
1,David Hines,Suspendisse@dignissimtemporarcu.org,9
1,Jack Sawyer,justo.eu@Nuncac.com,10
1,Delilah Carrillo,arcu@nequepellentesque.com,2
1,Blossom Perez,congue.elit.sed@nunc.edu,3
1,Wayne Martin,Cras.lorem.lorem@ullamcorperviverra.net,6
1,Basil Soto,Lorem@sedorci.edu,10
1,Dara Pate,Aenean.massa@venenatisvel.net,7
1,Mariko Owen,Cras.dictum@feugiat.edu,1
1,Vivien Page,volutpat@malesuadafames.edu,8
1,Xena Rich,Maecenas.libero@Suspendisseac.ca,1
1,Walker Hartman,ipsum.primis.in@pretiumaliquet.org,10
1,Laurel Gordon,varius@Vivamusnonlorem.org,9
1,Larissa Dillard,penatibus@imperdietnon.ca,2
1,Nelle Gilbert,risus@nisl.com,1
1,Idona Fowler,quam@Duis.co.uk,2
1,Halla Jensen,sapien.imperdiet.ornare@velitAliquam.com,10
1,Kessie Hopkins,magnis.dis.parturient@dictum.edu,2
1,Faith Cleveland,tempor.diam@mollisneccursus.edu,6
1,Judah Nelson,ultrices.iaculis.odio@mollisPhaselluslibero.ca,8
1,Tanya Bright,quam@hendrerita.net,5
1,Deacon Powell,libero.Proin@euerat.com,4
1,Byron Maxwell,Vestibulum.ante.ipsum@utpellentesque.net,7
1,Zoe England,fermentum@eratEtiamvestibulum.ca,10
1,Rahim Brady,nec.ligula@sitamet.net,9
1,Harlan Chan,justo@euaugue.net,8
1,Zephania Vega,Fusce@inconsectetueripsum.org,3
1,Shelley Vinson,fermentum.vel.mauris@dignissim.edu,1
1,Barrett Noble,consequat.nec@Nuncpulvinar.co.uk,6
1,Vance Browning,nibh.vulputate@pharetrafeliseget.com,1
1,Cassidy Frost,sodales.nisi@luctusfelispurus.co.uk,10
1,Rashad Bradley,Duis.cursus.diam@etmagnisdis.com,2
1,Adena Alvarado,fermentum@loremvitae.org,3
1,Scott Williams,nec.leo@ornareelit.edu,9
1,Aimee Smith,nec@mauris.com,6
1,Ulla Pugh,elit.Nulla.facilisi@Sedauctorodio.org,8
1,Chloe Mcdowell,et@mauriseuelit.ca,3
1,Hope Newton,Mauris.molestie.pharetra@consequatlectussit.com,5
1,Nadine Paul,orci.adipiscing.non@sitametdiam.com,1
1,Brent Vasquez,nec.urna.suscipit@ornare.co.uk,6
1,Farrah Wolfe,Aliquam.fringilla.cursus@ametante.co.uk,2
1,Adrian Potts,Nunc.ac.sem@sitametluctus.org,5
1,Erich Byers,Morbi@infaucibusorci.com,7
