Store_Id,Customer_Name,Customer_Email,Satisfaction
3,Amy Tucker,dis.parturient@purusinmolestie.org,10
3,Britanney Singleton,quis.turpis@augueSedmolestie.co.uk,3
3,Elvis Mcfarland,pede.ultrices@loremsitamet.net,6
3,Vance Holt,nisi@lectusante.com,6
3,Gage Franco,tellus.eu@Phasellusinfelis.net,7
3,Ferdinand Molina,pede.malesuada.vel@non.co.uk,7
3,Curran Greene,amet.metus@Aliquam.co.uk,5
3,Dawn Haynes,Proin.mi.Aliquam@metussitamet.co.uk,3
3,Elvis Oneil,Mauris.quis.turpis@tincidunt.ca,4
3,Priscilla Frank,eget.dictum.placerat@necmalesuada.com,9
3,Macey Potts,mattis.semper@a.edu,8
3,Isaac Kelley,magna@Duiscursus.net,9
3,Jasmine Fitzpatrick,ac.arcu@lacus.ca,5
3,Celeste Fletcher,Integer@suscipitest.org,8
3,Reuben Shannon,dolor.Fusce.feugiat@augue.com,10
3,Brenna Maxwell,eget.varius@semegestasblandit.com,9
3,Raphael Hampton,sem.consequat.nec@in.co.uk,1
3,Gareth Reynolds,penatibus.et.magnis@eleifendvitae.com,4
3,Blossom Boone,egestas.blandit.Nam@semperet.com,8
3,Dominic Mendez,elit.pretium@et.edu,5
3,Calvin Bond,consectetuer.cursus.et@sed.edu,2
3,Leah Wagner,amet@ridiculusmusProin.co.uk,6
3,Florence Avery,et.rutrum.non@anteMaecenas.ca,10
3,Armando Stokes,gravida@veliteget.ca,1
3,Sandra Alexander,enim.sit.amet@in.edu,3
3,Lunea Holcomb,at.sem@ligulaNullam.net,10
3,Calvin Green,eleifend.egestas.Sed@nunc.edu,9
3,Nayda Pennington,non.sollicitudin.a@sagittisplaceratCras.edu,1
3,Sacha Cook,lorem.ipsum.sodales@atvelitPellentesque.ca,4
3,Lillian Kidd,leo.elementum.sem@odio.co.uk,2
3,Lars Glenn,faucibus@mollisnec.net,4
3,Thor Stafford,ultricies.adipiscing@lobortisnisi.org,8
3,Gage Acosta,Sed.dictum.Proin@mi.ca,9
3,Buffy Crawford,Sed@cubilia.edu,2
3,Ori Bonner,luctus.aliquet@tinciduntpede.org,3
3,Sage Cross,eu.dui.Cum@DonecnibhQuisque.co.uk,4
3,Chelsea Curtis,sed@orci.co.uk,1
3,Gisela Rodriguez,eu.euismod@consequat.net,1
3,Kalia Beck,ipsum.sodales.purus@vulputatenisi.edu,1
3,Ivan Casey,tellus.faucibus.leo@ipsumprimisin.co.uk,10
3,Dalton Coleman,erat.volutpat@tortor.org,6
