Store_Id,Customer_Name,Customer_Email,Satisfaction
2,Kelly Dalton,pretium.aliquet.metus@velit.net,3
2,Kennedy Valentine,Donec@et.co.uk,8
2,Kirestin Cervantes,faucibus.Morbi@turpisegestas.ca,7
2,Knox Maxwell,sed.consequat.auctor@Nullatinciduntneque.co.uk,10
2,Lana Mejia,ultrices@turpisvitae.net,9
2,Lev Fitzpatrick,Maecenas.mi@ultricesDuis.com,3
2,Lewis Alford,molestie.tellus.Aenean@Pellentesqueultricies.edu,1
2,Libby Goodwin,Integer.tincidunt.aliquam@parturientmontes.ca,4
2,Libby Ochoa,metus.Aenean.sed@arcuMorbisit.org,4
2,Lucius Yang,mauris.ut.mi@lacus.com,5
2,Luke Wolf,nibh.Phasellus.nulla@disparturient.net,5
2,Madeson Johns,nulla.Integer.vulputate@sedpede.ca,5
2,Marshall Herring,neque@lectusconvallisest.org,8
2,Martha Mcintyre,Donec@nullaInteger.edu,5
2,Mary Mason,mi@leoMorbineque.edu,8
2,Megan Terry,ut@nequeSedeget.org,4
2,Melyssa Bullock,Proin.mi@Suspendisse.co.uk,6
2,Miriam Salinas,varius.et.euismod@ametconsectetuer.net,8
2,Noble Oneal,tempus.risus.Donec@Proin.org,10
2,Nolan Walls,Suspendisse.tristique.neque@magnaSed.edu,6
2,Norman Berry,Phasellus.ornare@volutpatNulladignissim.co.uk,5
2,Odysseus Black,Nulla.eget.metus@condimentum.org,7
2,Pamela Douglas,a@Morbivehicula.edu,3
2,Pamela Shelton,lacus.pede.sagittis@Inat.co.uk,8
2,Phelan Cantu,ac.orci@nibhvulputate.edu,9
2,Philip Blair,luctus@aultricies.org,2
2,Preston Dotson,augue@conubianostraper.co.uk,4
2,Rae Cotton,Class.aptent@Sed.edu,8
2,Rajah Warner,morbi@faucibus.ca,7
2,Rhea Clarke,et.tristique.pellentesque@mauris.net,5
2,Rhonda Mendoza,erat.Vivamus@diamluctus.com,3
2,Roanna York,vitae.mauris@laoreetliberoet.co.uk,4
2,Ryan Ortiz,erat@idmollisnec.net,5
2,Rylee Barnes,pellentesque.massa@tellus.ca,6
2,Sacha Floyd,sed.pede@estvitae.org,1
2,Serina Mccall,ac.urna.Ut@gravidamaurisut.net,1
2,Shafira Vazquez,arcu.Sed@congueturpis.co.uk,6
2,Stacy Watts,vestibulum.nec@ornare.org,2
2,Steven Richardson,tincidunt@Nulla.co.uk,1
2,Tanner Wilkerson,bibendum.ullamcorper.Duis@pellentesqueSed.org,9
2,Tyler Clements,mi@imperdietnonvestibulum.com,3
2,Vanna Jenkins,Nunc.pulvinar@velsapienimperdiet.net,10
2,Wanda Fletcher,mauris@variusNamporttitor.ca,6
2,Yuli Montgomery,metus.In.lorem@turpisegestas.edu,4
2,Zena Vaughn,amet.consectetuer.adipiscing@Duis.co.uk,7
2,Zephania Merrill,sit@Phasellus.co.uk,1
1,Acton Sweet,Aliquam@metusurnaconvallis.net,9
1,Adena Alvarado,fermentum@loremvitae.org,3
1,Adrian Potts,Nunc.ac.sem@sitametluctus.org,5
1,Aiko Soto,hendrerit.neque.In@sitamet.org,9
1,Aimee Smith,nec@mauris.com,6
1,Althea Robbins,neque.Nullam@faucibusid.com,6
1,Amery Leonard,euismod.et.commodo@mollis.co.uk,1
1,Arden Rojas,pede.sagittis.augue@Aliquamerat.org,5
1,Aspen Richardson,felis.adipiscing@lacus.ca,5
1,Barrett Noble,consequat.nec@Nuncpulvinar.co.uk,6
1,Basil Soto,Lorem@sedorci.edu,10
1,Blossom Perez,congue.elit.sed@nunc.edu,3
1,Bo Page,non.cursus@amet.com,3
1,Brent Vasquez,nec.urna.suscipit@ornare.co.uk,6
1,Brian Mclaughlin,Aliquam@Crasdictumultricies.co.uk,9
1,Byron Maxwell,Vestibulum.ante.ipsum@utpellentesque.net,7
1,Cassidy Frost,sodales.nisi@luctusfelispurus.co.uk,10
1,Chloe Mcdowell,et@mauriseuelit.ca,3
1,Constance Garza,nulla.vulputate@nascetur.net,2
1,Dara Pate,Aenean.massa@venenatisvel.net,7
1,Darrel Lowery,massa@erat.co.uk,2
1,David Hines,Suspendisse@dignissimtemporarcu.org,9
1,Deacon Powell,libero.Proin@euerat.com,4
1,Delilah Carrillo,arcu@nequepellentesque.com,2
1,Elmo Morin,rutrum.magna@tincidunt.org,7
1,Eric Clay,bibendum.Donec@a.edu,9
1,Erich Byers,Morbi@infaucibusorci.com,7
1,Ezekiel Middleton,Phasellus.dolor.elit@Cumsociis.com,8
1,Faith Cleveland,tempor.diam@mollisneccursus.edu,6
1,Farrah Wolfe,Aliquam.fringilla.cursus@ametante.co.uk,2
1,Fiona Juarez,ridiculus@aliquet.edu,5
1,Garrett Riggs,aliquet.Proin.velit@risusDuisa.net,1
1,Gavin Kirkland,sagittis@Cumsociisnatoque.net,2
1,Glenna Fleming,risus@fringilla.org,5
1,Halla Jensen,sapien.imperdiet.ornare@velitAliquam.com,10
1,Hamilton Pierce,Suspendisse.sagittis.Nullam@auctor.co.uk,10
1,Harlan Chan,justo@euaugue.net,8
1,Herman Nelson,ullamcorper.velit.in@vitaemaurissit.ca,5
1,Hilda Kane,Ut.tincidunt.vehicula@enim.net,8
1,Hope Newton,Mauris.molestie.pharetra@consequatlectussit.com,5
1,Idona Fowler,quam@Duis.co.uk,2
1,Ignatius Pollard,Nullam.vitae@cursus.net,9
1,Illiana Bell,nunc.interdum.feugiat@est.net,1
1,Isabella Price,lacus@quamCurabiturvel.edu,3
1,Jack Sawyer,justo.eu@Nuncac.com,10
1,Jelani Ryan,ultrices@Aliquam.com,4
1,Jolene Travis,tempor@elementum.com,8
1,Josiah Gordon,posuere@scelerisquemollis.edu,3
1,Judah Nelson,ultrices.iaculis.odio@mollisPhaselluslibero.ca,8
1,Justin Huffman,erat@pretiumneque.org,6
1,Keegan Gilmore,arcu.Vestibulum@euismodetcommodo.ca,7
1,Keely Odonnell,Sed.nec.metus@quisaccumsanconvallis.ca,4
1,Kessie Hopkins,magnis.dis.parturient@dictum.edu,2
1,Kirestin Burns,blandit.mattis.Cras@elementumsem.edu,8
1,Kitra Reid,pede.ac.urna@auctorodio.net,3
1,Kylan Schmidt,lacus.Mauris.non@Inscelerisquescelerisque.net,10
1,Lacota Cannon,libero.est@convalliserateget.org,7
1,Lance Ellison,sodales.Mauris.blandit@etrutrumnon.com,1
1,Larissa Dillard,penatibus@imperdietnon.ca,2
1,Laurel Gordon,varius@Vivamusnonlorem.org,9
1,Leroy Byers,Duis@erosnon.edu,6
1,Lester Lynn,egestas@eu.com,1
1,Lucius Cortez,consectetuer.adipiscing.elit@sagittisNullam.org,7
1,Macon Simmons,aliquet.diam@dictumProin.co.uk,9
1,Maggie Clements,nisi.Aenean@risusatfringilla.ca,10
1,Mariko Owen,Cras.dictum@feugiat.edu,1
1,Mohammad Roberson,arcu@Cum.edu,7
1,Nadine Paul,orci.adipiscing.non@sitametdiam.com,1
1,Nelle Gilbert,risus@nisl.com,1
1,Nola Little,ac@lobortisquama.ca,5
1,Octavius Cash,augue.eu@eu.com,8
1,Orli Ferrell,tempor.augue.ac@feugiat.net,5
1,Orson Marks,ipsum@afacilisisnon.ca,3
1,Perry Levine,Curae.Phasellus@lacusUt.ca,2
1,Phelan Murphy,Mauris.vestibulum.neque@nonummyipsum.org,4
1,Rahim Brady,nec.ligula@sitamet.net,9
1,Raphael Harmon,Donec.egestas.Duis@Morbi.net,8
1,Rashad Bradley,Duis.cursus.diam@etmagnisdis.com,2
1,Raymond Weaver,amet.luctus@duinectempus.co.uk,5
1,Scott Williams,nec.leo@ornareelit.edu,9
1,Shea House,non.magna@anteNuncmauris.org,7
1,Shelley Vinson,fermentum.vel.mauris@dignissim.edu,1
1,Tamara Lyons,non.dui.nec@nisiAeneaneget.edu,8
1,Tanya Bright,quam@hendrerita.net,5
1,Tarik Drake,magna.Sed.eu@Suspendisse.edu,1
1,Tatiana Carter,non.leo@Nullam.net,4
1,Ulla Pugh,elit.Nulla.facilisi@Sedauctorodio.org,8
1,Uta Maldonado,tincidunt.congue@nonenimMauris.org,9
1,Vance Browning,nibh.vulputate@pharetrafeliseget.com,1
1,Vincent Campos,lorem.lorem@mus.co.uk,7
1,Violet Dean,magna@congueelitsed.com,3
1,Vivien Page,volutpat@malesuadafames.edu,8
1,Walker Hartman,ipsum.primis.in@pretiumaliquet.org,10
1,Wayne Martin,Cras.lorem.lorem@ullamcorperviverra.net,6
1,Xavier Marsh,Cum.sociis@sedtortorInteger.edu,2
1,Xena Rich,Maecenas.libero@Suspendisseac.ca,1
1,Yvette Harris,pellentesque.tellus@porta.net,10
1,Zenaida Guerra,libero@tellus.net,3
1,Zephania Vega,Fusce@inconsectetueripsum.org,3
1,Zoe England,fermentum@eratEtiamvestibulum.ca,10
4,Abra Santiago,Integer@risusquisdiam.org,9
4,Acton Cohen,orci@dis.com,10
4,Althea Wiley,tortor.dictum.eu@Phasellus.ca,9
4,Amy Jones,senectus.et@Sedet.co.uk,6
4,Anika Britt,Duis.mi@risusvarius.org,4
4,Armando Barron,Curabitur@Donecelementumlorem.org,1
4,Barclay Perkins,ut.nulla@ipsum.com,2
4,Beck Reed,Donec.egestas@nonquamPellentesque.com,10
4,Bernard Sutton,molestie.sodales.Mauris@Vivamuseuismodurna.edu,1
4,Bertha Barlow,adipiscing.fringilla@commodoipsum.edu,5
4,Brooke Mason,convallis.ligula.Donec@malesuadavelvenenatis.co.uk,4
4,Bryar Flowers,sed@purusDuiselementum.org,5
4,Brynn Simpson,in.felis@Nunc.com,1
4,Cain Dotson,lacus@convallisligula.org,4
4,Camden Christensen,a.enim@aliquetmetus.co.uk,6
4,Carol Burks,nec@convallisconvallis.ca,6
4,Castor Allen,Cum.sociis.natoque@Integeraliquam.edu,8
4,Cecilia Griffith,est.congue@quis.ca,6
4,Clark Rios,lacus@Cras.org,9
4,Colleen Owens,diam.dictum.sapien@scelerisquesedsapien.org,5
4,Cullen Young,ridiculus.mus@gravidamolestie.net,2
4,Devin Webster,quis.pede.Praesent@lobortis.org,3
4,Driscoll Meadows,et.magnis.dis@elementumat.net,9
4,Duncan Vasquez,sem.ut.dolor@feugiat.net,1
4,Eleanor Trevino,magna.tellus.faucibus@etrutrum.ca,1
4,Erasmus Guzman,adipiscing@massa.net,10
4,Felicia Larson,parturient@Proin.edu,1
4,Felicia Matthews,natoque.penatibus@turpis.co.uk,2
4,Galena Rosario,amet.risus.Donec@Vivamusnibh.org,2
4,Garth Cantu,rutrum.non.hendrerit@euodio.edu,4
4,George Gomez,ut.odio.vel@tristiqueac.net,1
4,Giacomo Serrano,nunc.In.at@Integer.org,7
4,Harlan Beard,dapibus.quam@vitaepurus.ca,9
4,Hayden Chan,Suspendisse@et.net,6
4,Hayden Howell,placerat.velit@liberoProin.org,4
4,Hayley Klein,a.nunc.In@vitaesodalesnisi.co.uk,10
4,Hedley Parker,enim.non.nisi@CuraeDonec.edu,10
4,Illiana Branch,aliquet.diam.Sed@orciconsectetuer.org,4
4,Indira Jenkins,Fusce@turpisnecmauris.edu,4
4,Iris Walters,vitae.mauris@Proin.com,4
4,Jade Barr,ornare.placerat@diameudolor.net,7
4,Jaden Marquez,ante.Nunc.mauris@Fuscealiquamenim.org,1
4,Jamal Mercer,mauris@egestas.edu,1
4,John Winters,eu.tempor.erat@sedleoCras.org,9
4,Jonah Chase,Sed@Proinnislsem.co.uk,10
4,Keaton Mckenzie,risus.quis@justoProin.com,3
4,Keely Saunders,vulputate.risus.a@congue.edu,4
4,Kennan Rodriquez,erat.Vivamus@tempus.net,9
4,Kerry Wilkerson,libero.Proin@elementumat.edu,10
4,Kylynn Whitaker,a.ultricies@Nullaeget.org,5
4,Kyra Holloway,in@purusactellus.co.uk,2
4,Lana Larson,ligula@atpretium.net,1
4,Lane Glass,eget@Donec.org,10
4,Lee Velez,elementum@dolor.edu,4
4,Leroy Bowers,non.nisi@dolorelit.ca,1
4,Leroy Gardner,mi.Duis@hendreritaarcu.co.uk,3
4,Lewis Mcfarland,rutrum.Fusce@Cumsociisnatoque.com,4
4,Lois Hall,faucibus.id@fringilla.net,6
4,Lucian Warner,turpis.non.enim@Quisque.org,6
4,Lucy Willis,Aliquam.nisl.Nulla@orci.net,10
4,Macaulay Key,Duis.gravida@ipsumdolor.org,2
4,Madison Bruce,parturient.montes@lorem.co.uk,6
4,Madison Mcneil,aliquet@ProinmiAliquam.co.uk,2
4,Melanie Valentine,enim.nisl@In.org,5
4,Naomi Riley,quis@maurisipsumporta.co.uk,9
4,Nathaniel Mccray,magna.Suspendisse@ipsumsodales.org,10
4,Nissim Burch,lacus@convallisante.co.uk,4
4,Nissim Monroe,nibh@Sedpharetrafelis.com,3
4,Otto Mcintyre,sodales.elit@faucibusorci.net,6
4,Owen Horne,placerat@odioNam.edu,1
4,Quentin Fletcher,gravida.Aliquam@tortor.ca,1
4,Raphael Yang,pharetra.nibh@cursusin.org,9
4,Rina Hicks,sed.hendrerit@dictumeu.net,9
4,Rina Johns,Nam@orci.org,2
4,Ronan Rodgers,orci@fringilla.com,6
4,Sade Saunders,sed@consequatenim.edu,10
4,Sage Washington,Nullam.nisl.Maecenas@erat.edu,2
4,Samuel Medina,Vivamus.sit.amet@arcuNunc.net,1
4,Sandra Phillips,penatibus.et@Fusce.net,8
4,Serina Haley,amet.ornare.lectus@feugiatnecdiam.net,10
4,Simon Lynch,ligula.Aliquam@quamPellentesquehabitant.co.uk,4
4,Sydney Cole,Nunc.sed@nasceturridiculus.edu,9
4,Tallulah Young,orci.lacus.vestibulum@scelerisqueduiSuspendisse.com,5
4,Tanek Newton,dapibus.ligula@Donecfeugiat.edu,5
4,Tanek Roman,Pellentesque@lobortistellus.edu,10
4,Tanner Levy,ornare.libero@nequeSed.ca,6
4,Tasha Jensen,litora.torquent@diam.ca,6
4,Thaddeus Jimenez,dui.Cum@tempuslorem.net,9
4,Thor Higgins,diam.eu.dolor@eratvel.net,9
4,Tyler Horton,in@lobortistellus.ca,4
4,Tyler Malone,ac@commodo.ca,3
4,Ulysses Black,purus@arcuvel.com,2
4,Upton Oneal,Praesent@mieleifend.com,10
4,Uriel Duke,ut.erat@vitaerisusDuis.ca,2
4,Vaughan Benjamin,Fusce.diam.nunc@auguemalesuada.co.uk,2
4,Wade Cook,arcu@massanon.com,3
4,Wyatt Collier,augue@arcuacorci.ca,3
4,Xander Clements,tellus.id@NullamnislMaecenas.edu,10
4,Yuri Jennings,ornare.elit.elit@ultriciesdignissim.ca,5
4,Yvonne Mccoy,enim.nec.tempus@ultricesiaculisodio.net,3
